Strategy,BBOX,100_points_australia,100k_points_australia,10_points_australia,10k_points_australia,1k_points_australia,1m_points_australia
CachedGriddedAndBoundMappablePoint,"[-180, -90, 180, 90]",0.00198,0.230242,0.001578,0.026406,0.004248,2.237896
CachedGriddedAndBoundMappablePoint,"[113, -43, 153, -10]",0.003973,0.21720499999999998,0.001702,0.037389,0.013092999999999999,2.5389999999999997
CachedGriddedAndBoundMappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.002144,0.048334999999999996,0.00148,0.241999,0.006085999999999999,0.013488
CachedGriddedAndBoundMappablePoint,"[151.766402, -28.141693, 153.831832, -26.855379]",0.0017259999999999999,0.0046359999999999995,0.001352,0.0019379999999999998,0.001521,0.018595999999999998
CachedGriddedAndBoundMappablePoint,"[152.557418, -27.738907, 153.266036, -27.271171]",0.0013469999999999999,0.001982,0.001348,0.001402,0.001487,0.006843999999999999
CachedGriddedAndBoundMappablePoint,"[152.913787, -27.679941, 153.077209, -27.586867]",0.001346,0.00153,0.00134,0.001408,0.0013909999999999999,0.002441
CachedGriddedAndBoundMappablePoint,"[153.051803, -27.611664, 153.078582, -27.595387]",0.001325,0.0013679999999999999,0.001341,0.001338,0.0013729999999999999,0.001609
CachedGriddedAndBoundMappablePoint,"[153.077359, -27.597061, 153.080556, -27.596623]",0.001356,0.001377,0.001362,0.0015899999999999998,0.001687,0.001617
GriddedMappablePoint,"[-180, -90, 180, 90]",0.002082,0.632026,0.001748,0.054221,0.0048119999999999994,7.922387
GriddedMappablePoint,"[113, -43, 153, -10]",0.0042899999999999995,0.667724,0.002012,0.061028,0.009143,7.946007
GriddedMappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.005124,0.774679,0.0019459999999999998,0.07645099999999999,0.02052,7.850212
GriddedMappablePoint,"[151.766402, -28.141693, 153.831832, -26.855379]",0.005582999999999999,2.431042,0.0019429999999999998,0.390258,0.040545,13.14265
GriddedMappablePoint,"[152.557418, -27.738907, 153.266036, -27.271171]",0.00596,4.546385,0.001976,0.420637,0.041027,24.310247
GriddedMappablePoint,"[152.913787, -27.679941, 153.077209, -27.586867]",0.005519,4.988304,0.0019399999999999999,0.430148,0.041275,50.417478
GriddedMappablePoint,"[153.051803, -27.611664, 153.078582, -27.595387]",0.005566,4.953688,0.001977,0.460227,0.040504,52.454869
GriddedMappablePoint,"[153.077359, -27.597061, 153.080556, -27.596623]",0.005545,5.125686,0.001945,0.46979299999999996,0.040804,53.826622
BoundMappablePoint,"[-180, -90, 180, 90]",0.005121,4.26625,0.002085,0.482157,0.03229,45.796676
BoundMappablePoint,"[113, -43, 153, -10]",0.00469,4.180657,0.002019,0.37287899999999996,0.032008999999999996,46.217349
BoundMappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.0023109999999999997,0.7934859999999999,0.001695,0.06465699999999999,0.00796,8.756139
BoundMappablePoint,"[151.766402, -28.141693, 153.831832, -26.855379]",0.002199,0.005494,0.001596,0.00208,0.001709,0.038348
BoundMappablePoint,"[152.557418, -27.738907, 153.266036, -27.271171]",0.00156,0.0019509999999999998,0.001589,0.001607,0.0019399999999999999,0.005953
BoundMappablePoint,"[152.913787, -27.679941, 153.077209, -27.586867]",0.001821,0.001885,0.0016029999999999998,0.001576,0.001593,0.001986
BoundMappablePoint,"[153.051803, -27.611664, 153.078582, -27.595387]",0.001583,0.0015899999999999998,0.00162,0.001558,0.001846,0.00196
BoundMappablePoint,"[153.077359, -27.597061, 153.080556, -27.596623]",0.001836,0.0019039999999999999,0.0015849999999999998,0.001568,0.001575,0.0017239999999999998
MappablePoint,"[-180, -90, 180, 90]",0.004514,4.176444,0.0019219999999999999,0.38442899999999997,0.032451,46.099655
MappablePoint,"[113, -43, 153, -10]",0.004321,4.172569,0.0015739999999999999,0.38434999999999997,0.031842999999999996,44.488223
MappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.004314,4.088974,0.00157,0.37610499999999997,0.030972999999999997,45.403081
MappablePoint,"[151.766402, -28.141693, 153.831832, -26.855379]",0.004357,4.172935,0.0018089999999999998,0.372002,0.031361,45.889808
MappablePoint,"[152.557418, -27.738907, 153.266036, -27.271171]",0.004634999999999999,4.167965,0.001542,0.371201,0.031328,44.939475
MappablePoint,"[152.913787, -27.679941, 153.077209, -27.586867]",0.004295,4.099045,0.0015739999999999999,0.368593,0.030888,44.724731
MappablePoint,"[153.051803, -27.611664, 153.078582, -27.595387]",0.004301999999999999,4.171652,0.001821,0.370658,0.031804,44.993973
MappablePoint,"[153.077359, -27.597061, 153.080556, -27.596623]",0.00431,4.165297,0.001567,0.367954,0.04822,45.204853
GriddedAndBoundMappablePoint,"[-180, -90, 180, 90]",0.0025429999999999997,0.7843169999999999,0.0023959999999999997,0.058578,0.005506,8.154508
GriddedAndBoundMappablePoint,"[113, -43, 153, -10]",0.004717,0.711062,0.002313,0.06566799999999999,0.009984999999999999,8.47392
GriddedAndBoundMappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.003036,0.13553099999999998,0.0020109999999999998,0.013614,0.006078,1.5529229999999998
GriddedAndBoundMappablePoint,"[151.766402, -28.141693, 153.831832, -26.855379]",0.001971,0.004872,0.0020989999999999997,0.002506,0.002103,0.010211999999999999
GriddedAndBoundMappablePoint,"[152.557418, -27.738907, 153.266036, -27.271171]",0.001833,0.0023899999999999998,0.001849,0.001888,0.00203,0.005379
GriddedAndBoundMappablePoint,"[152.913787, -27.679941, 153.077209, -27.586867]",0.002182,0.0019089999999999999,0.0018139999999999999,0.0018479999999999998,0.0022099999999999997,0.002414
GriddedAndBoundMappablePoint,"[153.051803, -27.611664, 153.078582, -27.595387]",0.0018239999999999999,0.002232,0.002082,0.0018399999999999998,0.001896,0.0020469999999999998
GriddedAndBoundMappablePoint,"[153.077359, -27.597061, 153.080556, -27.596623]",0.0018299999999999998,0.001865,0.001811,0.0018319999999999999,0.0019,0.00242
